MemberNo,FirstName,LastName,Email,Mobile,BirthDate,JoinedDate,LoyaltyTier,BalancePoints,SignedUpProperty,MostPlayedProperty,LastVisitDate,Locale,State,MonthlySpend,DiscountOffer,Current_CST_Time,Current_AEST_Time
1288,Heather,Miller,dica_dilane46@example.com,61400000287,07/02/1983,15/05/2024,Diamond,44735,Bellagio,Bellagio,19/06/2024,en-US,NV,9714,,03/08/2024,04/08/2024
1289,Pippa,Gill,hipavig_adi76@example.com,61400000288,15/04/1979,15/01/2020,Gold,44876,MGM Grand,Bellagio,18/06/2024,en-US,TX,9746,,03/08/2024,04/08/2024
1290,Alison,Berry,ririwiv-aje69@example.com,61400000289,25/05/1981,22/11/2019,Platinum,45017,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,9778,,03/08/2024,04/08/2024
1291,Megan,Wright,vodolub_ana86@example.com,61400000290,23/04/1985,19/05/2018,Gold,45158,Casino Royale,Casino Royale,25/06/2024,en-US,NV,9811,,03/08/2024,04/08/2024
1292,Grace,Sutherland,wunupej-osu19@example.com,61400000291,12/08/1990,11/03/2021,Platinum,45300,Bellagio,Bellagio,26/06/2024,en-US,CA,9843,,03/08/2024,04/08/2024
1293,Elizabeth,Harris,guzihec_unu26@example.com,61400000292,14/03/1982,25/07/2017,Bronze,45441,Venetian,Venetian,24/06/2024,en-US,FL,9875,,03/08/2024,04/08/2024
1294,Megan,Kelly,nekowe-duju21@example.com,61400000293,08/09/1995,14/09/2020,Diamond,45582,MGM Grand,Aria,23/06/2024,en-US,TX,9907,,03/08/2024,04/08/2024
1295,Theresa,Slater,befusu_deti25@example.com,61400000294,30/12/1978,05/06/2019,Silver,45723,Aria,MGM Grand,22/06/2024,en-US,NV,9939,,03/08/2024,04/08/2024
1296,Alexandra,McLean,ditu-megahu65@example.com,61400000295,22/01/1987,01/08/2021,Gold,45864,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,9971,,03/08/2024,04/08/2024
1297,Lily,Dowd,reyepaf_afo91@example.com,61400000296,18/11/1992,10/12/2016,Silver,46005,Aria,Aria,20/06/2024,en-US,CA,10003,,03/08/2024,04/08/2024
1298,Andrea,Roberts,bex_itetowo27@example.com,61400000297,07/02/1983,08/04/2018,Diamond,46146,Bellagio,Bellagio,19/06/2024,en-US,NV,10035,,03/08/2024,04/08/2024
1299,Emma,Russell,mureseh-eve97@example.com,61400000298,15/04/1979,10/01/2024,Gold,46287,MGM Grand,Bellagio,18/06/2024,en-US,TX,10068,,03/08/2024,04/08/2024
1300,Julian,Tucker,yiz_iwutoye95@example.com,61400000299,25/05/1981,15/05/2024,Platinum,46428,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,10100,,03/08/2024,04/08/2024
1301,Nathan,Sharp,hutum_azeje22@example.com,61400000300,23/04/1985,15/01/2020,Gold,46569,Casino Royale,Casino Royale,25/06/2024,en-US,NV,10132,,03/08/2024,04/08/2024
1302,Lisa,Hughes,kejud_ediru77@example.com,61400000301,12/08/1990,22/11/2019,Platinum,46711,Bellagio,Bellagio,26/06/2024,en-US,CA,10164,,03/08/2024,04/08/2024
1303,Audrey,Jackson,mad-ekahaho91@example.com,61400000302,14/03/1982,19/05/2018,Bronze,46852,Venetian,Venetian,24/06/2024,en-US,FL,10196,,03/08/2024,04/08/2024
1304,Lucas,Davies,yeyan-oganu15@example.com,61400000303,08/09/1995,11/03/2021,Diamond,46993,MGM Grand,Aria,23/06/2024,en-US,TX,10228,,03/08/2024,04/08/2024
1305,Sally,Dickens,zaza_bikeso94@example.com,61400000304,30/12/1978,25/07/2017,Silver,47134,Aria,MGM Grand,22/06/2024,en-US,NV,10260,,03/08/2024,04/08/2024
1306,Ella,Mitchell,gepa-bemagu6@example.com,61400000305,22/01/1987,14/09/2020,Gold,47275,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,10292,,03/08/2024,04/08/2024
1307,Diane,Hart,tibaver-ove20@example.com,61400000306,18/11/1992,05/06/2019,Silver,47416,Aria,Aria,20/06/2024,en-US,CA,10325,,03/08/2024,04/08/2024
1308,Ruth,Ellison,supar_esuzi22@example.com,61400000307,07/02/1983,01/08/2021,Diamond,47557,Bellagio,Bellagio,19/06/2024,en-US,NV,10357,,03/08/2024,04/08/2024
1309,Edward,Dickens,laxehiw-aja65@example.com,61400000308,15/04/1979,10/12/2016,Gold,47698,MGM Grand,Bellagio,18/06/2024,en-US,TX,10389,,03/08/2024,04/08/2024
1310,Gabrielle,King,dor_olezosi61@example.com,61400000309,25/05/1981,08/04/2018,Platinum,47839,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,10421,,03/08/2024,04/08/2024
1311,Adrian,Martin,geyo_fiyewa76@example.com,61400000310,23/04/1985,10/01/2024,Gold,47980,Casino Royale,Casino Royale,25/06/2024,en-US,NV,10453,,03/08/2024,04/08/2024
1312,Michael,Forsyth,hujuxih_ica30@example.com,61400000311,12/08/1990,15/05/2024,Platinum,48122,Bellagio,Bellagio,26/06/2024,en-US,CA,10485,,03/08/2024,04/08/2024
1313,Ian,Ince,fojem-abalo21@example.com,61400000312,14/03/1982,15/01/2020,Bronze,48263,Venetian,Venetian,24/06/2024,en-US,FL,10517,,03/08/2024,04/08/2024
1314,Jasmine,Piper,xedug_irili77@example.com,61400000313,08/09/1995,22/11/2019,Diamond,48404,MGM Grand,Aria,23/06/2024,en-US,TX,10549,,03/08/2024,04/08/2024
1315,Brandon,Hemmings,sobajid-ema58@example.com,61400000314,30/12/1978,19/05/2018,Silver,48545,Aria,MGM Grand,22/06/2024,en-US,NV,10582,,03/08/2024,04/08/2024
1316,Heather,Arnold,reba_kegevu60@example.com,61400000315,22/01/1987,11/03/2021,Gold,48686,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,10614,,03/08/2024,04/08/2024
1317,Natalie,Wilkins,lap-ekatagu96@example.com,61400000316,18/11/1992,25/07/2017,Silver,48827,Aria,Aria,20/06/2024,en-US,CA,10646,,03/08/2024,04/08/2024
1318,Alexandra,Mathis,dujovid-ezo1@example.com,61400000317,07/02/1983,14/09/2020,Diamond,48968,Bellagio,Bellagio,19/06/2024,en-US,NV,10678,,03/08/2024,04/08/2024
1319,Rebecca,Vance,jutu-seyupa86@example.com,61400000318,15/04/1979,05/06/2019,Gold,49109,MGM Grand,Bellagio,18/06/2024,en-US,TX,10710,,03/08/2024,04/08/2024
1320,Sophie,Jackson,vif_asugube70@example.com,61400000319,25/05/1981,01/08/2021,Platinum,49250,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,10742,,03/08/2024,04/08/2024
1321,Vanessa,Reid,rusaf-isuyu11@example.com,61400000320,23/04/1985,10/12/2016,Gold,49391,Casino Royale,Casino Royale,25/06/2024,en-US,NV,10774,,03/08/2024,04/08/2024
1322,Jennifer,Langdon,pevaxuc_awi51@example.com,61400000321,12/08/1990,08/04/2018,Platinum,49533,Bellagio,Bellagio,26/06/2024,en-US,CA,10806,,03/08/2024,04/08/2024
1323,Donna,Piper,muwubef-oya46@example.com,61400000322,14/03/1982,10/01/2024,Bronze,49674,Venetian,Venetian,24/06/2024,en-US,FL,10838,,03/08/2024,04/08/2024
1324,Sam,Vaughan,mitik-utigi90@example.com,61400000323,08/09/1995,15/05/2024,Diamond,49815,MGM Grand,Aria,23/06/2024,en-US,TX,10871,,03/08/2024,04/08/2024
1325,Ava,Scott,zonugi-dasa19@example.com,61400000324,30/12/1978,15/01/2020,Silver,49956,Aria,MGM Grand,22/06/2024,en-US,NV,10903,,03/08/2024,04/08/2024
1326,Ian,Metcalfe,mepo-cibadu6@example.com,61400000325,22/01/1987,22/11/2019,Gold,50097,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,10935,,03/08/2024,04/08/2024
1327,Bernadette,Burgess,fibezu_joha95@example.com,61400000326,18/11/1992,19/05/2018,Silver,50238,Aria,Aria,20/06/2024,en-US,CA,10967,,03/08/2024,04/08/2024
1328,Joe,Peters,voke_gotuza31@example.com,61400000327,07/02/1983,11/03/2021,Diamond,50379,Bellagio,Bellagio,19/06/2024,en-US,NV,10999,,03/08/2024,04/08/2024
1329,Irene,Campbell,lojege_hiha66@example.com,61400000328,15/04/1979,25/07/2017,Gold,50520,MGM Grand,Bellagio,18/06/2024,en-US,TX,11031,,03/08/2024,04/08/2024
1330,Charles,Berry,pepowo_javo3@example.com,61400000329,25/05/1981,14/09/2020,Platinum,50661,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,11063,,03/08/2024,04/08/2024
1331,Gabrielle,Howard,jerajo_zame94@example.com,61400000330,23/04/1985,05/06/2019,Gold,50802,Casino Royale,Casino Royale,25/06/2024,en-US,NV,11095,,03/08/2024,04/08/2024
1332,Steven,MacDonald,moxeni-puha4@example.com,61400000331,12/08/1990,01/08/2021,Platinum,50943,Bellagio,Bellagio,26/06/2024,en-US,CA,11128,,03/08/2024,04/08/2024
1333,Penelope,Scott,receliy-ino29@example.com,61400000332,14/03/1982,10/12/2016,Bronze,51085,Venetian,Venetian,24/06/2024,en-US,FL,11160,,03/08/2024,04/08/2024
1334,Rebecca,Wallace,dey-apajiso46@example.com,61400000333,08/09/1995,08/04/2018,Diamond,51226,MGM Grand,Aria,23/06/2024,en-US,TX,11192,,03/08/2024,04/08/2024
1335,Olivia,Reid,bodi-figoji14@example.com,61400000334,30/12/1978,10/01/2024,Silver,51367,Aria,MGM Grand,22/06/2024,en-US,NV,11224,,03/08/2024,04/08/2024
1336,Charles,Brown,gogomik-ate71@example.com,61400000335,22/01/1987,15/05/2024,Gold,51508,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,11256,,03/08/2024,04/08/2024
1337,Alexander,Gill,dupux_azata12@example.com,61400000336,18/11/1992,15/01/2020,Silver,51649,Aria,Aria,20/06/2024,en-US,CA,11288,,03/08/2024,04/08/2024
1338,Nicola,Young,toneyiv_eku59@example.com,61400000337,07/02/1983,22/11/2019,Diamond,51790,Bellagio,Bellagio,19/06/2024,en-US,NV,11320,,03/08/2024,04/08/2024
1339,Virginia,Nolan,jobatus-ihe15@example.com,61400000338,15/04/1979,19/05/2018,Gold,51931,MGM Grand,Bellagio,18/06/2024,en-US,TX,11352,,03/08/2024,04/08/2024
1340,Robert,Randall,novu-kuruko33@example.com,61400000339,25/05/1981,11/03/2021,Platinum,52072,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,11385,,03/08/2024,04/08/2024
1341,Amelia,Hart,dubib-epebe39@example.com,61400000340,23/04/1985,25/07/2017,Gold,52213,Casino Royale,Casino Royale,25/06/2024,en-US,NV,11417,,03/08/2024,04/08/2024
1342,Boris,Jackson,nebo-direli25@example.com,61400000341,12/08/1990,14/09/2020,Platinum,52354,Bellagio,Bellagio,26/06/2024,en-US,CA,11449,,03/08/2024,04/08/2024
1343,Trevor,Clarkson,duju-nuxisa96@example.com,61400000342,14/03/1982,05/06/2019,Bronze,52496,Venetian,Venetian,24/06/2024,en-US,FL,11481,,03/08/2024,04/08/2024
1344,Jack,Ogden,kuheda-jeja52@example.com,61400000343,08/09/1995,01/08/2021,Diamond,52637,MGM Grand,Aria,23/06/2024,en-US,TX,11513,,03/08/2024,04/08/2024
1345,Jessica,Martin,jubemo-dale85@example.com,61400000344,30/12/1978,10/12/2016,Silver,52778,Aria,MGM Grand,22/06/2024,en-US,NV,11545,,03/08/2024,04/08/2024
1346,Stephanie,Welch,dogisof_ase76@example.com,61400000345,22/01/1987,08/04/2018,Gold,52919,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,11577,,03/08/2024,04/08/2024
1347,Luke,Berry,debavoc_aje34@example.com,61400000346,18/11/1992,10/01/2024,Silver,53060,Aria,Aria,20/06/2024,en-US,CA,11609,,03/08/2024,04/08/2024
1348,Samantha,Black,sezixiw_asu30@example.com,61400000347,07/02/1983,15/05/2024,Diamond,53201,Bellagio,Bellagio,19/06/2024,en-US,NV,11642,,03/08/2024,04/08/2024
1349,Sean,Parsons,pire_pobera93@example.com,61400000348,15/04/1979,15/01/2020,Gold,53342,MGM Grand,Bellagio,18/06/2024,en-US,TX,11674,,03/08/2024,04/08/2024
1350,James,Wright,mom_ayoxowo71@example.com,61400000349,25/05/1981,22/11/2019,Platinum,53483,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,11706,,03/08/2024,04/08/2024
1351,Joe,Miller,dah_iconaco98@example.com,61400000350,23/04/1985,19/05/2018,Gold,53624,Casino Royale,Casino Royale,25/06/2024,en-US,NV,11738,,03/08/2024,04/08/2024
1352,Peter,Reid,zos-uyehova28@example.com,61400000351,12/08/1990,11/03/2021,Platinum,53765,Bellagio,Bellagio,26/06/2024,en-US,CA,11770,,03/08/2024,04/08/2024
1353,Adrian,Hudson,xif-ajonafi90@example.com,61400000352,14/03/1982,25/07/2017,Bronze,53907,Venetian,Venetian,24/06/2024,en-US,FL,11802,,03/08/2024,04/08/2024
1354,Molly,Henderson,calayav_aha51@example.com,61400000353,08/09/1995,14/09/2020,Diamond,54048,MGM Grand,Aria,23/06/2024,en-US,TX,11834,,03/08/2024,04/08/2024
1355,Kimberly,Rampling,fel_ulizugu22@example.com,61400000354,30/12/1978,05/06/2019,Silver,54189,Aria,MGM Grand,22/06/2024,en-US,NV,11866,,03/08/2024,04/08/2024
1356,Lauren,Miller,budimu-zuru63@example.com,61400000355,22/01/1987,01/08/2021,Gold,54330,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,11898,,03/08/2024,04/08/2024
1357,Dorothy,Jones,rudare-zuve57@example.com,61400000356,18/11/1992,10/12/2016,Silver,54471,Aria,Aria,20/06/2024,en-US,CA,11931,,03/08/2024,04/08/2024
1358,Nathan,Churchill,nayu_mugawa15@example.com,61400000357,07/02/1983,08/04/2018,Diamond,54612,Bellagio,Bellagio,19/06/2024,en-US,NV,11963,,03/08/2024,04/08/2024
1359,Eric,Langdon,tuvawu_mofi33@example.com,61400000358,15/04/1979,10/01/2024,Gold,54753,MGM Grand,Bellagio,18/06/2024,en-US,TX,11995,,03/08/2024,04/08/2024
1360,Vanessa,Gill,gorikit_ito43@example.com,61400000359,25/05/1981,15/05/2024,Platinum,54894,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,12027,,03/08/2024,04/08/2024
1361,Theresa,White,nojajil-owu17@example.com,61400000360,23/04/1985,15/01/2020,Gold,55035,Casino Royale,Casino Royale,25/06/2024,en-US,NV,12059,,03/08/2024,04/08/2024
1362,Rose,Buckland,lunedat-uje87@example.com,61400000361,12/08/1990,22/11/2019,Platinum,55176,Bellagio,Bellagio,26/06/2024,en-US,CA,12091,,03/08/2024,04/08/2024
1363,Sally,Ross,juzalim_uza35@example.com,61400000362,14/03/1982,19/05/2018,Bronze,55318,Venetian,Venetian,24/06/2024,en-US,FL,12123,,03/08/2024,04/08/2024
1364,Victor,Knox,ril_azubevu71@example.com,61400000363,08/09/1995,11/03/2021,Diamond,55459,MGM Grand,Aria,23/06/2024,en-US,TX,12155,,03/08/2024,04/08/2024
1365,Ruth,Underwood,takoc_axahi20@example.com,61400000364,30/12/1978,25/07/2017,Silver,55600,Aria,MGM Grand,22/06/2024,en-US,NV,12188,,03/08/2024,04/08/2024
1366,Paul,Bower,bos-umizuni33@example.com,61400000365,22/01/1987,14/09/2020,Gold,55741,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,12220,,03/08/2024,04/08/2024
1367,Wanda,Lawrence,nehimuc-epa43@example.com,61400000366,18/11/1992,05/06/2019,Silver,55882,Aria,Aria,20/06/2024,en-US,CA,12252,,03/08/2024,04/08/2024
1368,Joseph,Sharp,mibowik-ace31@example.com,61400000367,07/02/1983,01/08/2021,Diamond,56023,Bellagio,Bellagio,19/06/2024,en-US,NV,12284,,03/08/2024,04/08/2024
1369,Lucas,Nash,vud_osocowi80@example.com,61400000368,15/04/1979,10/12/2016,Gold,56164,MGM Grand,Bellagio,18/06/2024,en-US,TX,12316,,03/08/2024,04/08/2024
1370,Carolyn,Bell,yigojeg-ado30@example.com,61400000369,25/05/1981,08/04/2018,Platinum,56305,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,12348,,03/08/2024,04/08/2024
1371,Christian,Roberts,cun-ocezupo51@example.com,61400000370,23/04/1985,10/01/2024,Gold,56446,Casino Royale,Casino Royale,25/06/2024,en-US,NV,12380,,03/08/2024,04/08/2024
1372,Melanie,Ogden,yol-usetici83@example.com,61400000371,12/08/1990,15/05/2024,Platinum,56587,Bellagio,Bellagio,26/06/2024,en-US,CA,12412,,03/08/2024,04/08/2024
1373,Stephen,Sharp,gohije_xugu41@example.com,61400000372,14/03/1982,15/01/2020,Bronze,56729,Venetian,Venetian,24/06/2024,en-US,FL,12445,,03/08/2024,04/08/2024
1374,Christopher,Butler,dacu_tojili87@example.com,61400000373,08/09/1995,22/11/2019,Diamond,56870,MGM Grand,Aria,23/06/2024,en-US,TX,12477,,03/08/2024,04/08/2024
1375,Frank,Lee,ravu_nocozi91@example.com,61400000374,30/12/1978,19/05/2018,Silver,57011,Aria,MGM Grand,22/06/2024,en-US,NV,12509,,03/08/2024,04/08/2024
1376,Keith,Mathis,nuxetof-ane19@example.com,61400000375,22/01/1987,11/03/2021,Gold,57152,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,12541,,03/08/2024,04/08/2024
1377,Katherine,Randall,geya_monugu12@example.com,61400000376,18/11/1992,25/07/2017,Silver,57293,Aria,Aria,20/06/2024,en-US,CA,12573,,03/08/2024,04/08/2024
1378,Emma,Turner,meg-alevuga87@example.com,61400000377,07/02/1983,14/09/2020,Diamond,57434,Bellagio,Bellagio,19/06/2024,en-US,NV,12605,,03/08/2024,04/08/2024
1379,Luke,Dyer,ziwi_jodico27@example.com,61400000378,15/04/1979,05/06/2019,Gold,57575,MGM Grand,Bellagio,18/06/2024,en-US,TX,12637,,03/08/2024,04/08/2024
1380,Mary,Gibson,pozamiv_enu18@example.com,61400000379,25/05/1981,01/08/2021,Platinum,57716,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,12669,,03/08/2024,04/08/2024
1381,Carolyn,Butler,motah_eduge16@example.com,61400000380,23/04/1985,10/12/2016,Gold,57857,Casino Royale,Casino Royale,25/06/2024,en-US,NV,12702,,03/08/2024,04/08/2024
1382,Amanda,Johnston,pah_agozefu7@example.com,61400000381,12/08/1990,08/04/2018,Platinum,57998,Bellagio,Bellagio,26/06/2024,en-US,CA,12734,,03/08/2024,04/08/2024
1383,Lucas,King,bawase-hepe94@example.com,61400000382,14/03/1982,10/01/2024,Bronze,58140,Venetian,Venetian,24/06/2024,en-US,FL,12766,,03/08/2024,04/08/2024
1384,Frank,Hughes,fey_oyewake21@example.com,61400000383,08/09/1995,15/05/2024,Diamond,58281,MGM Grand,Aria,23/06/2024,en-US,TX,12798,,03/08/2024,04/08/2024
1385,Owen,Bower,rivepe_nelo32@example.com,61400000384,30/12/1978,15/01/2020,Silver,58422,Aria,MGM Grand,22/06/2024,en-US,NV,12830,,03/08/2024,04/08/2024
1386,Brandon,Walsh,piwo_wovemo79@example.com,61400000385,22/01/1987,22/11/2019,Gold,58563,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,12862,,03/08/2024,04/08/2024
1387,Melanie,Powell,zekitey_ewu5@example.com,61400000386,18/11/1992,19/05/2018,Silver,58704,Aria,Aria,20/06/2024,en-US,CA,12894,,03/08/2024,04/08/2024
1388,Claire,Hill,mixosiy_esi99@example.com,61400000387,07/02/1983,11/03/2021,Diamond,58845,Bellagio,Bellagio,19/06/2024,en-US,NV,12926,,03/08/2024,04/08/2024
1389,Heather,Welch,fijosu_rela75@example.com,61400000388,15/04/1979,25/07/2017,Gold,58986,MGM Grand,Bellagio,18/06/2024,en-US,TX,12958,,03/08/2024,04/08/2024
1390,Thomas,Avery,zovihed-upi18@example.com,61400000389,25/05/1981,14/09/2020,Platinum,59127,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,12991,,03/08/2024,04/08/2024
1391,Olivia,Fraser,guxob_ehute58@example.com,61400000390,23/04/1985,05/06/2019,Gold,59268,Casino Royale,Casino Royale,25/06/2024,en-US,NV,13023,,03/08/2024,04/08/2024
1392,Jan,Gray,bimo_tunaju1@example.com,61400000391,12/08/1990,01/08/2021,Platinum,59409,Bellagio,Bellagio,26/06/2024,en-US,CA,13055,,03/08/2024,04/08/2024
1393,Katherine,Parr,bena_vudame36@example.com,61400000392,14/03/1982,10/12/2016,Bronze,59551,Venetian,Venetian,24/06/2024,en-US,FL,13087,,03/08/2024,04/08/2024
1394,Jan,Young,gonobuj-ewu2@example.com,61400000393,08/09/1995,08/04/2018,Diamond,59692,MGM Grand,Aria,23/06/2024,en-US,TX,13119,,03/08/2024,04/08/2024
1395,Owen,North,wehapel_ima55@example.com,61400000394,30/12/1978,10/01/2024,Silver,59833,Aria,MGM Grand,22/06/2024,en-US,NV,13151,,03/08/2024,04/08/2024
1396,Chloe,Wallace,yubari-xoji70@example.com,61400000395,22/01/1987,15/05/2024,Gold,59974,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,13183,,03/08/2024,04/08/2024
1397,Jonathan,Lyman,baben-osagi9@example.com,61400000396,18/11/1992,15/01/2020,Silver,60115,Aria,Aria,20/06/2024,en-US,CA,13215,,03/08/2024,04/08/2024
1398,Luke,Rutherford,giveses_eje48@example.com,61400000397,07/02/1983,22/11/2019,Diamond,60256,Bellagio,Bellagio,19/06/2024,en-US,NV,13248,,03/08/2024,04/08/2024
1399,Keith,Butler,dav-obasufe43@example.com,61400000398,15/04/1979,19/05/2018,Gold,60397,MGM Grand,Bellagio,18/06/2024,en-US,TX,13280,,03/08/2024,04/08/2024
1400,Matt,Powell,coz_ovowada6@example.com,61400000399,25/05/1981,11/03/2021,Platinum,60538,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,13312,,03/08/2024,04/08/2024
1401,Michael,Avery,cawecu-nara18@example.com,61400000400,23/04/1985,25/07/2017,Gold,60679,Casino Royale,Casino Royale,25/06/2024,en-US,NV,13344,,03/08/2024,04/08/2024
1402,Joe,Russell,fej-osaxugi97@example.com,61400000401,12/08/1990,14/09/2020,Platinum,60820,Bellagio,Bellagio,26/06/2024,en-US,CA,13376,,03/08/2024,04/08/2024
1403,Lily,Scott,jifa-gavixo96@example.com,61400000402,14/03/1982,05/06/2019,Bronze,60961,Venetian,Venetian,24/06/2024,en-US,FL,13408,,03/08/2024,04/08/2024
1404,Leah,Davies,tonot-afini54@example.com,61400000403,08/09/1995,01/08/2021,Diamond,61103,MGM Grand,Aria,23/06/2024,en-US,TX,13440,,03/08/2024,04/08/2024
1405,Harry,Metcalfe,xerufo-nanu36@example.com,61400000404,30/12/1978,10/12/2016,Silver,61244,Aria,MGM Grand,22/06/2024,en-US,NV,13472,,03/08/2024,04/08/2024
1406,Samantha,Paige,nob_ixoruba77@example.com,61400000405,22/01/1987,08/04/2018,Gold,61385,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,13505,,03/08/2024,04/08/2024
1407,Gabrielle,Brown,pike_zayaki25@example.com,61400000406,18/11/1992,10/01/2024,Silver,61526,Aria,Aria,20/06/2024,en-US,CA,13537,,03/08/2024,04/08/2024
1408,Oliver,Metcalfe,yutoma_muze21@example.com,61400000407,07/02/1983,15/05/2024,Diamond,61667,Bellagio,Bellagio,19/06/2024,en-US,NV,13569,,03/08/2024,04/08/2024
1409,Jan,Mills,mar_alugihe15@example.com,61400000408,15/04/1979,15/01/2020,Gold,61808,MGM Grand,Bellagio,18/06/2024,en-US,TX,13601,,03/08/2024,04/08/2024
1410,Michael,Poole,hol-ofemeva60@example.com,61400000409,25/05/1981,22/11/2019,Platinum,61949,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,13633,,03/08/2024,04/08/2024
1411,Keith,Hamilton,yedici_wipi50@example.com,61400000410,23/04/1985,19/05/2018,Gold,62090,Casino Royale,Casino Royale,25/06/2024,en-US,NV,13665,,03/08/2024,04/08/2024
1412,Bella,Parr,nefi_cemeca22@example.com,61400000411,12/08/1990,11/03/2021,Platinum,62231,Bellagio,Bellagio,26/06/2024,en-US,CA,13697,,03/08/2024,04/08/2024
1413,Kylie,May,gave-faxozi90@example.com,61400000412,14/03/1982,25/07/2017,Bronze,62372,Venetian,Venetian,24/06/2024,en-US,FL,13729,,03/08/2024,04/08/2024
1414,Sophie,Harris,diloka-wufo99@example.com,61400000413,08/09/1995,14/09/2020,Diamond,62514,MGM Grand,Aria,23/06/2024,en-US,TX,13762,,03/08/2024,04/08/2024
1415,Evan,Nolan,got_ijomuxi85@example.com,61400000414,30/12/1978,05/06/2019,Silver,62655,Aria,MGM Grand,22/06/2024,en-US,NV,13794,,03/08/2024,04/08/2024
1416,Tim,Walker,jivetad-uzo46@example.com,61400000415,22/01/1987,01/08/2021,Gold,62796,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,13826,,03/08/2024,04/08/2024
1417,Jane,White,juz-awiwedu51@example.com,61400000416,18/11/1992,10/12/2016,Silver,62937,Aria,Aria,20/06/2024,en-US,CA,13858,,03/08/2024,04/08/2024
1418,Peter,Parsons,zage-kupome11@example.com,61400000417,07/02/1983,08/04/2018,Diamond,63078,Bellagio,Bellagio,19/06/2024,en-US,NV,13890,,03/08/2024,04/08/2024
1419,Michael,Graham,xexi_wadede97@example.com,61400000418,15/04/1979,10/01/2024,Gold,63219,MGM Grand,Bellagio,18/06/2024,en-US,TX,13922,,03/08/2024,04/08/2024
1420,Andrea,Simpson,sovis-utuwi31@example.com,61400000419,25/05/1981,15/05/2024,Platinum,63360,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,13954,,03/08/2024,04/08/2024
1421,Michael,Payne,nab_onefufe33@example.com,61400000420,23/04/1985,15/01/2020,Gold,63501,Casino Royale,Casino Royale,25/06/2024,en-US,NV,13986,,03/08/2024,04/08/2024
1422,Gavin,Rees,korahos_eco70@example.com,61400000421,12/08/1990,22/11/2019,Platinum,63642,Bellagio,Bellagio,26/06/2024,en-US,CA,14018,,03/08/2024,04/08/2024
1423,Claire,White,sekek_uwemu86@example.com,61400000422,14/03/1982,19/05/2018,Bronze,63783,Venetian,Venetian,24/06/2024,en-US,FL,14051,,03/08/2024,04/08/2024
1424,Max,Lyman,kuxa-yugati65@example.com,61400000423,08/09/1995,11/03/2021,Diamond,63925,MGM Grand,Aria,23/06/2024,en-US,TX,14083,,03/08/2024,04/08/2024
1425,Diane,Lawrence,hid_arozuci38@example.com,61400000424,30/12/1978,25/07/2017,Silver,64066,Aria,MGM Grand,22/06/2024,en-US,NV,14115,,03/08/2024,04/08/2024
1426,Joseph,Mills,lipo_pocupu68@example.com,61400000425,22/01/1987,14/09/2020,Gold,64207,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,14147,,03/08/2024,04/08/2024
1427,Colin,Lee,hezut_edoyi5@example.com,61400000426,18/11/1992,05/06/2019,Silver,64348,Aria,Aria,20/06/2024,en-US,CA,14179,,03/08/2024,04/08/2024
1428,Eric,MacLeod,kobosa-rofa95@example.com,61400000427,07/02/1983,01/08/2021,Diamond,64489,Bellagio,Bellagio,19/06/2024,en-US,NV,14211,,03/08/2024,04/08/2024
1429,Anthony,Powell,lev-ajazuxa74@example.com,61400000428,15/04/1979,10/12/2016,Gold,64630,MGM Grand,Bellagio,18/06/2024,en-US,TX,14243,,03/08/2024,04/08/2024
1430,Leah,Piper,gafonam-elu51@example.com,61400000429,25/05/1981,08/04/2018,Platinum,64771,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,14275,,03/08/2024,04/08/2024
1431,Piers,Paterson,nim_isiwuga38@example.com,61400000430,23/04/1985,10/01/2024,Gold,64912,Casino Royale,Casino Royale,25/06/2024,en-US,NV,14308,,03/08/2024,04/08/2024
